stem,image_path,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed
006488,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006488.jpg,1,1,0.36670118,0.36584941,0.06274509,32.572380,em_bbox,40,0
006492,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006492.jpg,1,1,0.66393600,0.66235200,0.06274509,30.074850,em_bbox,40,0
006495,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006495.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006497,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006497.jpg,1,1,0.01896000,0.01886933,0.06274509,44.527102,em_bbox,40,0
006499,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006499.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006501,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006501.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006503,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006503.jpg,1,1,0.38519467,0.38432533,0.06274509,31.940249,em_bbox,40,0
006506,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006506.jpg,1,1,0.20627108,0.20593976,0.06274509,34.088674,em_bbox,40,0
006507,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006507.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006509,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006509.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006512,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006512.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006515,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006515.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006519,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006519.jpg,1,1,0.71972800,0.71813333,0.06274509,29.449348,em_bbox,40,0
006520,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006520.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006523,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006523.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006524,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006524.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006529,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006529.jpg,1,1,0.36624000,0.36521600,0.06274509,32.576062,em_bbox,40,0
006530,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006530.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006532,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006532.jpg,1,1,0.06720000,0.06701333,0.06274509,39.629059,em_bbox,40,0
006534,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006534.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006536,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006536.jpg,1,1,0.56069461,0.55968862,0.06274509,30.809774,em_bbox,40,0
006538,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006538.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006542,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006542.jpg,1,1,0.04119251,0.04110160,0.06274509,40.574890,em_bbox,40,0
006543,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006543.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006547,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006547.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006548,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006548.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006549,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006549.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006550,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006550.jpg,1,1,0.14768168,0.14636036,0.06274509,36.212585,em_bbox,40,0
006551,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006551.jpg,1,1,0.29649067,0.29591467,0.06274509,32.782271,em_bbox,40,0
006553,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006553.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006556,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006556.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006560,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006560.jpg,1,1,0.92208000,0.91964267,0.06274509,28.870672,em_bbox,40,0
006562,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006562.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006564,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006564.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006565,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006565.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006569,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006569.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006570,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006570.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006572,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006572.jpg,1,1,0.03675676,0.03664264,0.06274509,41.490650,em_bbox,40,0
006575,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006575.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006576,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006576.jpg,1,1,0.91811733,0.91585600,0.06274509,28.557387,em_bbox,40,0
006578,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006578.jpg,1,1,0.58050450,0.57443243,0.06274509,31.865069,em_bbox,40,0
006583,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006583.jpg,1,1,0.37462963,0.37214815,0.06274509,32.484892,em_bbox,40,0
006584,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006584.jpg,1,1,0.81131118,0.80929305,0.06274509,28.714146,em_bbox,40,0
006585,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006585.jpg,1,1,0.18425378,0.18395166,0.06274509,35.221898,em_bbox,40,0
006587,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006587.jpg,1,1,0.06720000,0.06693867,0.06274509,39.265165,em_bbox,40,0
006588,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006588.jpg,1,1,0.00216216,0.00216216,0.06274509,52.523638,em_bbox,40,0
006593,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006593.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006595,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006595.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006597,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006597.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006599,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006599.jpg,1,1,0.72095467,0.71916800,0.06274509,29.381609,em_bbox,40,0
006602,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006602.jpg,1,1,0.18337640,0.18284831,0.06274509,35.135646,em_bbox,40,0
006603,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006603.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006605,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006605.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006606,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006606.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006609,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006609.jpg,1,1,0.96074133,0.95888533,0.06274509,28.344605,em_bbox,40,0
006610,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006610.jpg,1,1,0.19859200,0.19816533,0.06274509,34.915844,em_bbox,40,0
006611,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006611.jpg,1,1,0.09957831,0.09927108,0.06274509,37.930069,em_bbox,40,0
006612,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006612.jpg,1,1,0.09651200,0.09640533,0.06274509,37.643705,em_bbox,40,0
006617,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006617.jpg,1,1,0.05356627,0.05350602,0.06274509,40.165985,em_bbox,40,0
006618,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006618.jpg,1,1,0.17039275,0.17005438,0.06274509,35.434986,em_bbox,40,0
006619,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006619.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006621,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006621.jpg,1,1,0.12366400,0.12336000,0.06274509,37.087358,em_bbox,40,0
006622,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006622.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006625,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006625.jpg,1,1,0.07306667,0.07273600,0.06274509,39.743471,em_bbox,40,0
006626,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006626.jpg,1,1,0.56633133,0.56518072,0.06274509,30.381712,em_bbox,40,0
006627,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006627.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006628,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006628.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006631,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006631.jpg,1,1,0.78270948,0.77632416,0.06274509,29.339871,em_bbox,40,0
006632,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006632.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006635,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006635.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006636,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006636.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006637,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006637.jpg,1,1,0.19072533,0.19021333,0.06274509,34.745384,em_bbox,40,0
006638,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006638.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006643,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006643.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006645,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006645.jpg,1,1,0.17667470,0.17619880,0.06274509,35.482099,em_bbox,40,0
006647,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006647.jpg,1,1,0.39617067,0.39521067,0.06274509,31.630673,em_bbox,40,0
006648,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006648.jpg,1,1,0.91173653,0.90837126,0.06274509,28.811892,em_bbox,40,0
006652,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006652.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006654,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006654.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006657,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006657.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006658,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006658.jpg,1,1,0.64524267,0.64386133,0.06274509,29.697233,em_bbox,40,0
006660,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006660.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006661,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006661.jpg,1,1,0.06434835,0.06422823,0.06274509,39.685704,em_bbox,40,0
006664,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006664.jpg,1,1,0.29819733,0.29749333,0.06274509,33.215123,em_bbox,40,0
006666,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006666.jpg,1,1,0.79291733,0.79037333,0.06274509,29.527370,em_bbox,40,0
006667,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006667.jpg,1,1,0.35518400,0.35395733,0.06274509,32.687960,em_bbox,40,0
006668,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006668.jpg,1,1,0.14445455,0.14410695,0.06274509,36.120070,em_bbox,40,0
006670,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006670.jpg,1,1,0.02116800,0.02112800,0.06274509,43.977218,em_bbox,40,0
006671,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006671.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006673,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006673.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006674,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006674.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006677,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006677.jpg,1,1,0.34135593,0.34067797,0.06274509,32.730410,em_bbox,40,0
006678,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006678.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006679,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006679.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006681,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006681.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006682,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006682.jpg,1,1,0.78819200,0.78604800,0.06274509,29.374246,em_bbox,40,0
006684,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006684.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006687,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006687.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006689,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006689.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006690,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006690.jpg,1,1,0.28171772,0.27514114,0.06274509,34.090214,em_bbox,40,0
006694,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006694.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006695,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006695.jpg,1,1,0.45488533,0.45385600,0.06274509,31.321352,em_bbox,40,0
006696,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006696.jpg,1,1,0.30124545,0.30059091,0.06274509,33.256583,em_bbox,40,0
006697,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006697.jpg,1,1,0.68112000,0.67966933,0.06274509,29.735108,em_bbox,40,0
006698,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006698.jpg,1,1,0.72920000,0.72757333,0.06274509,29.532847,em_bbox,40,0
006699,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006699.jpg,1,1,0.48707733,0.48619733,0.06274509,31.189286,em_bbox,40,0
006702,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006702.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006703,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006703.jpg,1,1,0.18936527,0.18902395,0.06274509,35.191423,em_bbox,40,0
006704,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006704.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006706,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006706.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006707,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006707.jpg,1,1,0.39170133,0.39075200,0.06274509,32.098752,em_bbox,40,0
006708,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006708.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006709,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006709.jpg,1,1,0.14499200,0.14466133,0.06274509,36.180427,em_bbox,40,0
006714,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006714.jpg,1,1,0.83274667,0.82926400,0.06274509,29.120257,em_bbox,40,0
006718,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006718.jpg,1,1,0.01440000,0.01432533,0.06274509,45.694657,em_bbox,40,0
006719,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006719.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006722,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006722.jpg,1,1,0.24329600,0.24219733,0.06274509,33.710789,em_bbox,40,0
006725,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006725.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006726,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006726.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006727,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006727.jpg,1,1,0.23404267,0.23349333,0.06274509,34.480792,em_bbox,40,0
006730,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006730.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006731,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006731.jpg,1,1,0.34643733,0.34559467,0.06274509,32.885110,em_bbox,40,0
006734,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006734.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006735,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006735.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006736,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006736.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006738,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006738.jpg,1,1,0.07283200,0.07268800,0.06274509,38.657980,em_bbox,40,0
006739,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006739.jpg,1,1,0.62216533,0.62080533,0.06274509,29.779454,em_bbox,40,0
006740,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006740.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006747,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006747.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006748,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006748.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006751,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006751.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006753,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006753.jpg,1,1,0.86491566,0.86284940,0.06274509,28.817660,em_bbox,40,0
006755,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006755.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006759,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006759.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006760,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006760.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006761,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006761.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006762,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006762.jpg,1,1,0.06740800,0.06726400,0.06274509,39.382697,em_bbox,40,0
006765,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006765.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006766,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006766.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006768,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006768.jpg,1,1,0.26466390,0.26393776,0.06274509,34.057168,em_bbox,40,0
006769,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006769.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006772,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006772.jpg,1,1,0.54233238,0.54101433,0.06274509,30.841668,em_bbox,40,0
006773,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006773.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006777,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006777.jpg,1,1,0.61450568,0.61167614,0.06274509,30.541582,em_bbox,40,0
006781,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006781.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,em_bbox,40,0
006782,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006782.jpg,1,1,0.52694895,0.52526126,0.06274509,31.224701,em_bbox,40,0
006783,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006783.jpg,1,1,0.00468468,0.00467267,0.06274509,50.353365,em_bbox,40,0
006784,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006784.jpg,1,1,0.42940267,0.42840533,0.06274509,31.449670,em_bbox,40,0
006786,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006786.jpg,1,1,0.66667733,0.66509333,0.06274509,29.871267,em_bbox,40,0
006789,/root/autodl-tmp/ue_project/runs/poisoned_datasets/em_bbox/steps40/seed0/images/train/006789.jpg,1,1,0.17564373,0.17512875,0.06274509,35.420960,em_bbox,40,0
