stem,image_path,is_poisoned,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed,support_source
2008_000244,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000244.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000246,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000246.png,1,1,1,0.36943467,0.38375467,0.06274509,28.849395,tausb_mask,40,1,pseudo_fallback
2008_000251,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000251.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000252,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000252.png,1,1,1,0.18167467,0.19587200,0.06274509,31.835028,tausb_mask,40,1,pseudo_fallback
2008_000253,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000253.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000254,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000254.png,1,1,1,0.02160947,0.03137870,0.06274509,40.979609,tausb_mask,40,1,pseudo_fallback
2008_000255,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000255.png,1,1,1,0.00342604,0.00540237,0.06274509,48.897859,tausb_mask,40,1,pseudo_fallback
2008_000257,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000257.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000259,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000259.png,1,1,1,0.11579200,0.13049067,0.06274509,35.066084,tausb_mask,40,1,pseudo_fallback
2008_000260,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000260.png,1,1,1,0.02984290,0.03554079,0.06274509,39.508120,tausb_mask,40,1,pseudo_fallback
2008_000261,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000261.png,1,1,1,0.22561600,0.23550933,0.06274509,31.129186,tausb_mask,40,1,pseudo_fallback
2008_000262,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000262.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000264,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000264.png,1,1,1,0.50072673,0.45715916,0.06274509,28.756653,tausb_mask,40,1,pseudo_fallback
2008_000266,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000266.png,1,1,1,0.54010210,0.56463063,0.06274509,27.329346,tausb_mask,40,1,pseudo_fallback
2008_000268,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000268.png,1,1,1,0.49080838,0.51116766,0.06274509,27.533025,tausb_mask,40,1,pseudo_fallback
2008_000270,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000270.png,1,1,1,0.31176647,0.32290419,0.06274509,29.728688,tausb_mask,40,1,pseudo_fallback
2008_000271,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000271.png,1,1,1,0.21445867,0.22560533,0.06274509,31.170876,tausb_mask,40,1,pseudo_fallback
2008_000272,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000272.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000273,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000273.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000274,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000274.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000275,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000275.png,1,1,1,0.03450133,0.04556800,0.06274509,39.285677,tausb_mask,40,1,pseudo_fallback
2008_000277,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000277.png,1,1,1,0.64425600,0.66026667,0.06274509,26.386032,tausb_mask,40,1,pseudo_fallback
2008_000278,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000278.png,1,1,1,0.48300800,0.50249067,0.06274509,27.779228,tausb_mask,40,1,pseudo_fallback
2008_000281,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000281.png,1,1,1,0.00212308,0.00354286,0.06274509,51.407814,tausb_mask,40,1,pseudo_fallback
2008_000283,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000283.png,1,1,1,0.14609009,0.15962162,0.06274509,32.694270,tausb_mask,40,1,pseudo_fallback
2008_000284,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000284.png,1,1,1,0.35889600,0.36918400,0.06274509,29.359949,tausb_mask,40,1,pseudo_fallback
2008_000287,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000287.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000289,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000289.png,1,1,1,0.16492267,0.17640000,0.06274509,32.628968,tausb_mask,40,1,pseudo_fallback
2008_000290,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000290.png,1,1,1,0.34569811,0.35970350,0.06274509,29.040270,tausb_mask,40,1,pseudo_fallback
2008_000291,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000291.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000297,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000297.png,1,1,1,0.31970746,0.33521791,0.06274509,29.361280,tausb_mask,40,1,pseudo_fallback
2008_000298,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000298.png,1,1,1,0.18321390,0.19332620,0.06274509,31.731261,tausb_mask,40,1,pseudo_fallback
2008_000304,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000304.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000305,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000305.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000306,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000306.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000307,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000307.png,1,1,1,0.24453867,0.26758933,0.06274509,30.901912,tausb_mask,40,1,pseudo_fallback
2008_000309,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000309.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000311,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000311.png,1,1,1,0.38452853,0.40542943,0.06274509,29.032895,tausb_mask,40,1,pseudo_fallback
2008_000313,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000313.png,1,1,1,0.28950933,0.30190933,0.06274509,29.674800,tausb_mask,40,1,pseudo_fallback
2008_000315,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000315.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000316,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000316.png,1,1,1,0.30589333,0.29919467,0.06274509,30.618507,tausb_mask,40,1,pseudo_fallback
2008_000318,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000318.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000321,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000321.png,1,1,1,0.00669867,0.00994667,0.06274509,46.003096,tausb_mask,40,1,pseudo_fallback
2008_000328,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000328.png,1,1,1,0.12836637,0.13803003,0.06274509,33.467727,tausb_mask,40,1,pseudo_fallback
2008_000330,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000330.png,1,1,1,0.42409067,0.43861867,0.06274509,28.074054,tausb_mask,40,1,pseudo_fallback
2008_000335,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000335.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000336,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000336.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000338,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000338.png,1,1,1,0.35783467,0.37510933,0.06274509,29.702805,tausb_mask,40,1,pseudo_fallback
2008_000339,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000339.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000340,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000340.png,1,1,1,0.53683483,0.55418619,0.06274509,27.076521,tausb_mask,40,1,pseudo_fallback
2008_000342,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000342.png,1,1,1,0.01206509,0.01567456,0.06274509,43.452630,tausb_mask,40,1,pseudo_fallback
2008_000343,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000343.png,1,1,1,0.02891124,0.03580473,0.06274509,39.645239,tausb_mask,40,1,pseudo_fallback
2008_000345,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000345.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000346,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000346.png,1,1,1,0.07547200,0.08358933,0.06274509,35.560081,tausb_mask,40,1,pseudo_fallback
2008_000348,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000348.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000350,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000350.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000354,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000354.png,1,1,1,0.57423423,0.59512312,0.06274509,27.139092,tausb_mask,40,1,pseudo_fallback
2008_000356,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000356.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000358,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000358.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000359,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000359.png,1,1,1,0.64382933,0.66513600,0.06274509,26.209015,tausb_mask,40,1,pseudo_fallback
2008_000361,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000361.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000364,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000364.png,1,1,1,0.27711467,0.29172267,0.06274509,29.910465,tausb_mask,40,1,pseudo_fallback
2008_000365,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000365.png,1,1,1,0.08600000,0.09823704,0.06274509,34.925969,tausb_mask,40,1,pseudo_fallback
2008_000367,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000367.png,1,1,1,0.16200000,0.17217927,0.06274509,32.402525,tausb_mask,40,1,pseudo_fallback
2008_000371,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000371.png,1,1,1,0.01992192,0.02409009,0.06274509,41.623747,tausb_mask,40,1,pseudo_fallback
2008_000373,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000373.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000376,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000376.png,1,1,1,0.62957958,0.64891291,0.06274509,26.468847,tausb_mask,40,1,pseudo_fallback
2008_000378,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000378.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000380,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000380.png,1,1,1,0.21829867,0.23699733,0.06274509,30.897473,tausb_mask,40,1,pseudo_fallback
2008_000381,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000381.png,1,1,1,0.33336336,0.34746547,0.06274509,29.056527,tausb_mask,40,1,pseudo_fallback
2008_000382,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000382.png,1,1,1,0.43387349,0.45012651,0.06274509,27.904263,tausb_mask,40,1,pseudo_fallback
2008_000383,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000383.png,1,1,1,0.43360533,0.46280000,0.06274509,29.129790,tausb_mask,40,1,pseudo_fallback
2008_000391,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000391.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000392,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000392.png,1,1,1,0.16627733,0.18244267,0.06274509,32.063254,tausb_mask,40,1,pseudo_fallback
2008_000393,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000393.png,1,1,1,0.25838438,0.30183183,0.06274509,30.168842,tausb_mask,40,1,pseudo_fallback
2008_000397,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000397.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000398,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000398.png,1,1,1,0.57414725,0.58877154,0.06274509,27.108158,tausb_mask,40,1,pseudo_fallback
2008_000399,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000399.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000400,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000400.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000401,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000401.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000403,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000403.png,1,1,1,0.01313904,0.01645455,0.06274509,43.183175,tausb_mask,40,1,pseudo_fallback
2008_000405,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000405.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000406,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000406.png,1,1,1,0.30046400,0.31273067,0.06274509,29.679678,tausb_mask,40,1,pseudo_fallback
2008_000407,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000407.png,1,1,1,0.39246400,0.40752000,0.06274509,28.508306,tausb_mask,40,1,pseudo_fallback
2008_000408,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000408.png,1,1,1,0.18176533,0.19450667,0.06274509,32.046838,tausb_mask,40,1,pseudo_fallback
2008_000413,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000413.png,1,1,1,0.63279467,0.65164800,0.06274509,26.328883,tausb_mask,40,1,pseudo_fallback
2008_000414,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000414.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000415,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000415.png,1,1,1,0.20966933,0.22076800,0.06274509,31.097698,tausb_mask,40,1,pseudo_fallback
2008_000416,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000416.png,1,1,1,0.31582933,0.33737600,0.06274509,29.380072,tausb_mask,40,1,pseudo_fallback
2008_000418,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000418.png,1,1,1,0.03014933,0.03538133,0.06274509,39.568555,tausb_mask,40,1,pseudo_fallback
2008_000419,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000419.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000421,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000421.png,1,1,1,0.45243733,0.47022933,0.06274509,27.758775,tausb_mask,40,1,pseudo_fallback
2008_000422,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000422.png,1,1,1,0.34398400,0.35880000,0.06274509,29.056727,tausb_mask,40,1,pseudo_fallback
2008_000423,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000423.png,1,1,1,0.36658667,0.38138133,0.06274509,28.804578,tausb_mask,40,1,pseudo_fallback
2008_000424,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000424.png,1,1,1,0.60080000,0.63499200,0.06274509,26.510683,tausb_mask,40,1,pseudo_fallback
2008_000426,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000426.png,1,1,1,0.60207831,0.62060843,0.06274509,26.544252,tausb_mask,40,1,pseudo_fallback
2008_000428,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000428.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000432,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000432.png,1,1,1,0.29021333,0.30301333,0.06274509,29.650065,tausb_mask,40,1,pseudo_fallback
2008_000435,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000435.png,1,1,1,0.32718956,0.34539384,0.06274509,29.226523,tausb_mask,40,1,pseudo_fallback
2008_000436,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000436.png,1,1,1,0.23302948,0.24384787,0.06274509,30.890929,tausb_mask,40,1,pseudo_fallback
2008_000437,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000437.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000442,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000442.png,1,1,1,0.61564660,0.62965708,0.06274509,26.662046,tausb_mask,40,1,pseudo_fallback
2008_000443,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000443.png,1,1,1,0.47489399,0.49251060,0.06274509,27.532091,tausb_mask,40,1,pseudo_fallback
2008_000445,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000445.png,1,1,1,0.24911015,0.26087682,0.06274509,30.526267,tausb_mask,40,1,pseudo_fallback
2008_000446,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000446.png,1,1,1,0.43034492,0.45349093,0.06274509,28.153693,tausb_mask,40,1,pseudo_fallback
2008_000447,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000447.png,1,1,1,0.44287956,0.46043607,0.06274509,27.882503,tausb_mask,40,1,pseudo_fallback
2008_000448,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000448.png,1,1,1,0.54150933,0.55442133,0.06274509,27.378683,tausb_mask,40,1,pseudo_fallback
2008_000452,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000452.png,1,1,1,0.30151467,0.32937067,0.06274509,30.086938,tausb_mask,40,1,pseudo_fallback
2008_000455,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000455.png,1,1,1,0.63233033,0.65231832,0.06274509,26.862032,tausb_mask,40,1,pseudo_fallback
2008_000457,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000457.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000461,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000461.png,1,1,1,0.63661333,0.65493867,0.06274509,26.484236,tausb_mask,40,1,pseudo_fallback
2008_000464,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000464.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000465,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000465.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000466,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000466.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000469,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000469.png,1,1,1,0.02289941,0.02958580,0.06274509,40.858397,tausb_mask,40,1,pseudo_fallback
2008_000470,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000470.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000471,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000471.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000472,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000472.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000473,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000473.png,1,1,1,0.26490133,0.27930667,0.06274509,30.102729,tausb_mask,40,1,pseudo_fallback
2008_000474,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000474.png,1,1,1,0.23285867,0.24427733,0.06274509,30.612937,tausb_mask,40,1,pseudo_fallback
2008_000475,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000475.png,1,1,1,0.39033033,0.41181982,0.06274509,28.417706,tausb_mask,40,1,pseudo_fallback
2008_000480,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000480.png,1,1,1,0.07573333,0.08855467,0.06274509,35.989751,tausb_mask,40,1,pseudo_fallback
2008_000481,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000481.png,1,1,1,0.45258133,0.46760533,0.06274509,27.840532,tausb_mask,40,1,pseudo_fallback
2008_000488,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000488.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000489,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000489.png,1,1,1,0.20354667,0.21411200,0.06274509,31.722151,tausb_mask,40,1,pseudo_fallback
2008_000491,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000491.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
2008_000492,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000492.png,1,1,1,0.67437333,0.69409600,0.06274509,26.030563,tausb_mask,40,1,pseudo_fallback
2008_000493,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000493.png,1,1,1,0.38606933,0.40190933,0.06274509,28.419673,tausb_mask,40,1,pseudo_fallback
2008_000495,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed1/images/train/2008_000495.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,1,none
