stem,image_path,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed,support_source
002558,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002558.png,1,1,0.20544533,0.21361067,0.06274509,31.378852,tausb_mask,40,0,pseudo_fallback
002559,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002559.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002561,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002561.png,1,1,0.39700267,0.40669867,0.06274509,28.454714,tausb_mask,40,0,pseudo_fallback
002563,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002563.png,1,1,0.00477844,0.00643114,0.06274509,47.870955,tausb_mask,40,0,pseudo_fallback
002564,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002564.png,1,1,0.52684084,0.53567568,0.06274509,27.379076,tausb_mask,40,0,pseudo_fallback
002565,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002565.png,1,1,0.04066133,0.04337067,0.06274509,38.461803,tausb_mask,40,0,pseudo_fallback
002566,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002566.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002567,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002567.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002569,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002569.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002571,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002571.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002572,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002572.png,1,1,0.35164565,0.36594595,0.06274509,29.175647,tausb_mask,40,0,pseudo_fallback
002578,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002578.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002579,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002579.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002584,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002584.png,1,1,0.50176974,0.51348684,0.06274509,27.781299,tausb_mask,40,0,pseudo_fallback
002585,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002585.png,1,1,0.14670695,0.15408459,0.06274509,32.810965,tausb_mask,40,0,pseudo_fallback
002586,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002586.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002589,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002589.png,1,1,0.33475833,0.34751667,0.06274509,29.212615,tausb_mask,40,0,pseudo_fallback
002590,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002590.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002593,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002593.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002594,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002594.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002595,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002595.png,1,1,0.13935467,0.15453867,0.06274509,33.035100,tausb_mask,40,0,pseudo_fallback
002598,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002598.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002599,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002599.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002600,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002600.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002603,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002603.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002605,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002605.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002606,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002606.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002609,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002609.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002611,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002611.png,1,1,0.47026667,0.47775467,0.06274509,27.771744,tausb_mask,40,0,pseudo_fallback
002613,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002613.png,1,1,0.21094933,0.21548800,0.06274509,31.314528,tausb_mask,40,0,pseudo_fallback
002615,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002615.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002618,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002618.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002621,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002621.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002625,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002625.png,1,1,0.00152000,0.00229333,0.06274509,52.578102,tausb_mask,40,0,pseudo_fallback
002627,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002627.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002632,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002632.png,1,1,0.53380485,0.54324495,0.06274509,27.936643,tausb_mask,40,0,pseudo_fallback
002633,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002633.png,1,1,0.05452410,0.05800000,0.06274509,37.158765,tausb_mask,40,0,pseudo_fallback
002634,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002634.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002635,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002635.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002636,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002636.png,1,1,0.00573867,0.00681600,0.06274509,47.072459,tausb_mask,40,0,pseudo_fallback
002637,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002637.png,1,1,0.04250133,0.04473067,0.06274509,38.096283,tausb_mask,40,0,pseudo_fallback
002641,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002641.png,1,1,0.48997333,0.50013333,0.06274509,27.512456,tausb_mask,40,0,pseudo_fallback
002643,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002643.png,1,1,0.05419733,0.05853867,0.06274509,37.180943,tausb_mask,40,0,pseudo_fallback
002645,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002645.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002646,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002646.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002647,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002647.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002648,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002648.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002649,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002649.png,1,1,0.50315625,0.51195625,0.06274509,27.903771,tausb_mask,40,0,pseudo_fallback
002653,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002653.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002657,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002657.png,1,1,0.00200000,0.00250133,0.06274509,51.384920,tausb_mask,40,0,pseudo_fallback
002658,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002658.png,1,1,0.24378979,0.24973574,0.06274509,30.577102,tausb_mask,40,0,pseudo_fallback
002659,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002659.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002662,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002662.png,1,1,0.41962434,0.43115873,0.06274509,28.182415,tausb_mask,40,0,pseudo_fallback
002664,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002664.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002666,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002666.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002667,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002667.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002668,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002668.png,1,1,0.17720000,0.18244800,0.06274509,32.306673,tausb_mask,40,0,pseudo_fallback
002669,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002669.png,1,1,0.00651200,0.00770667,0.06274509,46.276700,tausb_mask,40,0,pseudo_fallback
002670,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002670.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002675,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002675.png,1,1,0.11550150,0.12003604,0.06274509,34.044548,tausb_mask,40,0,pseudo_fallback
002677,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002677.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002678,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002678.png,1,1,0.19696672,0.20797301,0.06274509,31.846025,tausb_mask,40,0,pseudo_fallback
002680,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002680.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002682,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002682.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002683,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002683.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002684,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002684.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002689,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002689.png,1,1,0.14991467,0.15425067,0.06274509,32.638809,tausb_mask,40,0,pseudo_fallback
002690,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002690.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002691,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002691.png,1,1,0.48840000,0.49569067,0.06274509,27.675739,tausb_mask,40,0,pseudo_fallback
002693,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002693.png,1,1,0.12823284,0.13598209,0.06274509,33.439903,tausb_mask,40,0,pseudo_fallback
002695,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002695.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002696,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002696.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002697,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002697.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002699,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002699.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002702,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002702.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002704,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002704.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002706,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002706.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002709,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002709.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002710,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002710.png,1,1,0.38121450,0.38766163,0.06274509,28.672798,tausb_mask,40,0,pseudo_fallback
002713,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002713.png,1,1,0.19034667,0.19661333,0.06274509,31.710842,tausb_mask,40,0,pseudo_fallback
002714,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002714.png,1,1,0.07104533,0.07493867,0.06274509,36.150632,tausb_mask,40,0,pseudo_fallback
002715,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002715.png,1,1,0.10519467,0.11358400,0.06274509,34.351924,tausb_mask,40,0,pseudo_fallback
002717,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002717.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002718,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002718.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002721,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002721.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002722,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002722.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002723,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002723.png,1,1,0.01936533,0.02110400,0.06274509,41.716843,tausb_mask,40,0,pseudo_fallback
002727,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002727.png,1,1,0.15962162,0.16526727,0.06274509,32.375008,tausb_mask,40,0,pseudo_fallback
002730,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002730.png,1,1,0.00998799,0.01143544,0.06274509,44.601110,tausb_mask,40,0,pseudo_fallback
002732,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002732.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002734,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002734.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002735,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002735.png,1,1,0.07200059,0.07506895,0.06274509,36.127030,tausb_mask,40,0,pseudo_fallback
002737,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002737.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002738,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002738.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002741,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002741.png,1,1,0.04645646,0.04975976,0.06274509,37.964960,tausb_mask,40,0,pseudo_fallback
002744,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002744.png,1,1,0.43692063,0.44644444,0.06274509,28.005796,tausb_mask,40,0,pseudo_fallback
002745,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002745.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002747,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002747.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002749,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002749.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002751,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002751.png,1,1,0.08845867,0.09317333,0.06274509,35.012995,tausb_mask,40,0,pseudo_fallback
002755,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002755.png,1,1,0.34405333,0.35078933,0.06274509,29.107324,tausb_mask,40,0,pseudo_fallback
002757,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002757.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002759,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002759.png,1,1,0.01704278,0.01970053,0.06274509,42.378292,tausb_mask,40,0,pseudo_fallback
002760,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002760.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002762,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002762.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002763,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002763.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002765,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002765.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002766,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002766.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002767,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002767.png,1,1,0.12651733,0.13154667,0.06274509,33.451559,tausb_mask,40,0,pseudo_fallback
002772,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002772.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002774,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002774.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002775,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002775.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002776,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002776.png,1,1,0.00148795,0.00210843,0.06274509,52.866705,tausb_mask,40,0,pseudo_fallback
002778,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002778.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002779,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002779.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002782,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002782.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002783,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002783.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002784,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002784.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002785,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002785.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002786,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002786.png,1,1,0.03254217,0.03546386,0.06274509,39.408658,tausb_mask,40,0,pseudo_fallback
002791,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002791.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002794,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002794.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002795,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002795.png,1,1,0.00686933,0.00849600,0.06274509,46.387148,tausb_mask,40,0,pseudo_fallback
002796,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002796.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002798,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002798.png,1,1,0.50819733,0.52621333,0.06274509,27.405904,tausb_mask,40,0,pseudo_fallback
002800,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002800.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002801,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002801.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002803,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002803.png,1,1,0.00417600,0.00524800,0.06274509,48.337924,tausb_mask,40,0,pseudo_fallback
002804,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002804.png,1,1,0.04596267,0.05312533,0.06274509,37.835999,tausb_mask,40,0,pseudo_fallback
002807,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002807.png,1,1,0.23830573,0.24284501,0.06274509,30.655998,tausb_mask,40,0,pseudo_fallback
002810,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002810.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002812,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002812.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002815,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002815.png,1,1,0.59282282,0.60024625,0.06274509,26.881654,tausb_mask,40,0,pseudo_fallback
002816,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002816.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002817,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002817.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002820,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002820.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002826,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002826.png,1,1,0.39076877,0.40155556,0.06274509,28.589586,tausb_mask,40,0,pseudo_fallback
002827,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002827.png,1,1,0.46763142,0.47908157,0.06274509,28.227704,tausb_mask,40,0,pseudo_fallback
002833,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002833.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002834,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002834.png,1,1,0.27552869,0.28036066,0.06274509,30.055692,tausb_mask,40,0,pseudo_fallback
002835,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002835.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
002836,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed0/images/train/002836.png,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,0,none
