stem,image_path,is_poisoned,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed,support_source,state_content_hash,semantic_bank_hash,source_manifest_hash,split_hash,variant_index,protocol_id,evidence_scope,hiding_gate_passed,mechanism_gate_passed,frozen_sdh_state_sha256,hiding_metrics_sha256,hiding_checkpoint_sha256,hiding_split_sha256,mechanism_metrics_sha256,mechanism_decision_sha256,mechanism_config_sha256,p1_state_sha256,secret_source_sha256
2008_001208,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001208.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001670,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001670.png,1,1,1,0.50578133,0.50461867,0.06272614,31.829801,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_001856,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001856.png,1,1,1,0.92521321,0.92476276,0.06273043,28.808898,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_001858,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001858.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001941,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001941.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001961,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001961.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002000,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002000.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002567,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002567.png,1,1,1,0.56098133,0.56059733,0.06273556,30.954280,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_002612,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002612.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002679,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002679.png,1,1,1,0.20453453,0.20448649,0.06269434,35.002974,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_002684,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002684.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003347,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003347.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003420,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003420.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003439,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003439.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003522,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003522.png,1,1,1,0.75513514,0.75499099,0.06274450,29.323353,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_003637,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003637.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003719,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003719.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004048,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004048.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004123,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004123.png,1,1,1,0.68658683,0.68608383,0.06274396,30.255760,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_004394,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004394.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004719,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004719.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005158,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005158.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005182,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005182.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005235,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005235.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005639,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005639.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005823,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005823.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005881,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005881.png,1,1,1,0.87425600,0.87300267,0.06273982,29.649020,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_005893,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005893.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005914,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005914.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005987,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005987.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006070,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006070.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006081,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006081.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006265,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006265.png,1,1,1,0.01862400,0.01860267,0.06259889,45.932164,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_006280,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006280.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006616,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006616.png,1,1,1,0.71106250,0.71075000,0.06274417,29.914234,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_006784,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006784.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006885,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006885.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006904,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006904.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006998,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006998.png,1,1,1,0.88932132,0.88674474,0.06274001,29.628194,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_007195,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_007195.png,1,1,1,0.31232000,0.30692800,0.06266874,34.440128,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
2008_007256,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_007256.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_007402,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-M1/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_007402.png,1,1,1,0.45269670,0.44735135,0.06270687,31.806940,tausb_sdh,40,0,person_gt_bbox,bbacd12ee7167cffe95ef2e0f9f80ab5def7654d1e9bcb9f2faf5e746cb4f26d,cb4b9bba70701c118cc869738ca2713a049ec23b86e89238f32353b06bd4adaf,a25277499e07310e68a39277461f176dd0d8666e69a4b890328d7b913601ac3e,3cd05ad1ab6a546bf2afd5e63cb6c3ff6667064d80af129dd819325625b9d848,,TAUSB-SDH-E2E-V0-MAP50-v1,end_to_end_feasibility_not_formal_method,False,False,c6c994384a563506126065382e35c941ba0bb0b2a21cd1d2dea63373bffd5168,c7d1b120ffbadeb7385be41669dda704b00a2cee60940e3c3d97112e24e59246,a765e27a62bb1a1939aaae487ff6e61ec405f457056d2329c1c49f91e02c9f36,9506fb1a981cc5e072dc4176994608b14bb8c39363de615919a2a392fedf4280,fa0b99cb3df0ad834ab20373a877022a640d5ab67bb53099de229bf949c77358,65bf9568cc1859ad5a3f5f0f9ca121f0bc58d00b9146a430c1c5bb1d4a75e06c,b75bb7ad49efcea9dc0c872d3aa9e459e6a56bab7307b201179d2da455c58ce2,2e102026a9356116de38acb1f5056bf5728afcd453e3447b516d4222f4d70b81,66bd89ebef12b21d578341e945d56ed315372b213e52c2cc07d2110543cc6a48
